paper_id,short_id,title,venue,year,conf_year,authors,abstract_raw,paper_link,arxiv_id,arxiv_url,keywords_raw,source_type,source_url,openreview_forum_id,has_pdf_camera_ready,state,filter_source,keyword_hits,embedding_score,ai_score,ai_reason,review_adjusted,review_adjust_reason,final_score,importance,core_or_edge,tags,topic_bucket,pdf_path,has_abstract,has_pdf_link,pdf_url,openreview_rating_mean,openreview_confidence_mean,openreview_decision,presentation_type,citation_count
CVPR_2025::robust_multi_object_4d_generation_for_in_the_wild_videos,CVPR_2025_A4872_RobustMultiObject,Robust Multi-Object 4D Generation for In-the-wild Videos,CVPR,2025,CVPR_2025,Wen-Hsuan Chu; Lei Ke; Jianmeng Liu; Mingxiao Huo; Pavel Tokmakov; Katerina Fragkiadaki,"We address the challenge of generating dynamic 4D scenes from monocular multi-object videos with heavy occlusions and introduce Robust4DGen, a novel approach that integrates rendering-based deformable 3D Gaussian optimization with generative priors for view synthesis. While existing view-synthesis models excel at novel view generation for isolated objects, they struggle with full scenes due to their complexity and data demands. To overcome this, Robust4DGen decomposes scenes into individual objects, optimizing a differentiable set of deformable Gaussians per object while capturing 2D occlusions from a 3D perspective through joint Gaussian splatting. Joint splatting ensures occlusion-aware rendering losses in observed frames while explicit object decomposition allows the usage of object-centric diffusion models for object completion in unobserved viewpoints. To reconcile the differences between object-centric priors and the global frame-centric coordinate system of the video, Robust4DGen employs differentiable transformations to unify the rendering and generative constraints within a single framework. The result is a model capable of generating 4D objects across space and time while producing 2D and 3D point tracks from monocular videos. To rigorously evaluate the quality of scene generation and the accuracy of the motion under multi-object occlusions, we introduce MOSE-PTS, a subset of the challenging MOSE benchmark, which we annotated with high-quality 2D point tracks. Quantitative evaluations and perceptual human studies confirm that Robust4DGen generates more realistic novel views of scenes and produces more accurate point tracks compared to existing approaches.",https://openaccess.thecvf.com/content/CVPR2025/papers/Chu_Robust_Multi-Object_4D_Generation_for_In-the-wild_Videos_CVPR_2025_paper.pdf,,,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,keyword,1,0.0,A,"Deformable 4DGS for dynamic scene generation from video, relevant 4DGS technique.",,,A,A,,,,,1,1,https://openaccess.thecvf.com/content/CVPR2025/papers/Chu_Robust_Multi-Object_4D_Generation_for_In-the-wild_Videos_CVPR_2025_paper.pdf,,,,,
CVPR_2024::spacetime_gaussian_feature_splatting_for_real_time_dynamic_view_synthesis,CVPR_2024_A2242_SpacetimeGaussianFeature,Spacetime Gaussian Feature Splatting for Real-Time Dynamic View Synthesis,CVPR,2024,CVPR_2024,Zhan Li; Zhang Chen; Zhong Li; Yi Xu,"Novel view synthesis of dynamic scenes has been an intriguing yet challenging problem. Despite recent advancements, simultaneously achieving high-resolution photorealistic results, real-time rendering, and compact storage remains a formidable task. To address these challenges, we propose Spacetime Gaussian Feature Splatting as a novel dynamic scene representation, composed of three pivotal components. First, we formulate expressive Spacetime Gaussians by enhancing 3D Gaussians with temporal opacity and parametric motion/rotation. This enables Space-time Gaussians to capture static, dynamic, as well as transient content within a scene. Second, we introduce splatted feature rendering, which replaces spherical harmonics with neural features. These features facilitate the modeling of view- and time-dependent appearance while maintaining small size. Third, we leverage the guidance of training error and coarse depth to sample new Gaussians in areas that are challenging to converge with existing pipelines. Experiments on several established real-world datasets demonstrate that our method achieves state-of-the-art rendering quality and speed, while retaining compact storage. At 8K resolution, our lite-version model can render at 60 FPS on an Nvidia RTX 4090 GPU.",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Spacetime_Gaussian_Feature_Splatting_for_Real-Time_Dynamic_View_Synthesis_CVPR_2024_paper.pdf,2312.16812,https://arxiv.org/abs/2312.16812,,cvpr_openaccess_html,https://openaccess.thecvf.com/CVPR2024?day=all,,true,Wait,both,1,0.8271191716194153,A,"Spacetime GS for dynamic view synthesis, core 4DGS method.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2312.16812.pdf,,,,,
CVPR_2025::splatflow_self_supervised_dynamic_gaussian_splatting_in_neural_motion_flow_field_for_autonomous_driving,CVPR_2025_A5114_SplatflowSelfSupervised,SplatFlow: Self-Supervised Dynamic Gaussian Splatting in Neural Motion Flow Field for Autonomous Driving,CVPR,2025,CVPR_2025,Su Sun; Cheng Zhao; Zhuoyang Sun; Yingjie Victor Chen; Mei Chen,"Most existing Dynamic Gaussian Splatting methods for complex dynamic urban scenarios rely on accurate object-level supervision from expensive manual labeling, limiting their scalability in real-world applications. In this paper, we introduce SplatFlow, a Self-Supervised Dynamic Gaussian Splatting within Neural Motion Flow Fields (NMFF) to learn 4D space-time representations without requiring tracked 3D bounding boxes, enabling accurate dynamic scene reconstruction and novel view RGB/depth/flow synthesis. SplatFlow designs a unified framework to seamlessly integrate time-dependent 4D Gaussian representation within NMFF, where NMFF is a set of implicit functions to model temporal motions of both LiDAR points and Gaussians as continuous motion flow fields. Leveraging NMFF, SplatFlow effectively decomposes static background and dynamic objects, representing them with 3D and 4D Gaussian primitives, respectively. NMFF also models the correspondences of each 4D Gaussian across time, which aggregates temporal features to enhance cross-view consistency of dynamic components. SplatFlow further improves dynamic object identification by distilling features from 2D foundation models into 4D space-time representation. Comprehensive evaluations conducted on the Waymo and KITTI Datasets validate SplatFlow’s state-of-the-art (SOTA) performance for both image reconstruction and novel view synthesis in dynamic urban scenarios.",https://openaccess.thecvf.com/content/CVPR2025/papers/Sun_SplatFlow_Self-Supervised_Dynamic_Gaussian_Splatting_in_Neural_Motion_Flow_Field_CVPR_2025_paper.pdf,2411.15482,https://arxiv.org/abs/2411.15482,,cvpr_openaccess_html,fixture://cvpr_2025_openaccess.html,,true,Wait,embedding,0,0.8189191222190857,A,"Dynamic GS for autonomous driving, reconstruction-focused.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2411.15482.pdf,,,,,
ECCV_2024::a_compact_dynamic_3d_gaussian_representation_for_real_time_dynamic_view_synthesis,ECCV_2024_A026_ACompactDynamic,A Compact Dynamic 3D Gaussian Representation for Real-Time Dynamic View Synthesis,ECCV,2024,ECCV_2024,Kai Katsumata; Duc Minh Vo; Hideki Nakayama,"3D Gaussian Splatting (3DGS) has shown remarkable success in synthesizing novel views given multiple views of a static scene. Yet, 3DGS faces challenges when applied to dynamic scenes because 3D Gaussian parameters need to be updated per timestep, requiring a large amount of memory and at least a dozen observations per timestep. To address these limitations, we present a compact dynamic 3D Gaussian representation that models positions and rotations as functions of time with a few parameter approximations while keeping other properties of 3DGS including scale, color and opacity invariant. Our method can dramatically reduce memory usage and relax a strict multi-view assumption. In our experiments on monocular and multi-view scenarios, we show that our method not only matches state-of-the-art methods, often linked with slower rendering speeds, in terms of high rendering quality but also significantly surpasses them by achieving a rendering speed of 118 frames per second (FPS) at a resolution of 1,352x1,014 on a single GPU.",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/11720.pdf,,,,virtual_conference_json,https://eccv.ecva.net/static/virtual/data/eccv-2024-orals-posters.json,,true,Wait,embedding,0,0.8336557149887085,A,"Dynamic GS for few-shot reconstruction, view synthesis focused.",,,A,A,,,,,1,1,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/11720.pdf,,,,,
ECCV_2024::dgd_dynamic_3d_gaussians_distillation,ECCV_2024_A479_DgdDynamic3d,DGD: Dynamic 3D Gaussians Distillation,ECCV,2024,ECCV_2024,Isaac Labe; Noam Issachar; Itai Lang; Sagie Benaim,"We tackle the task of learning dynamic 3D semantic radiance fields given a single monocular video as input. Our learned semantic radiance field captures per-point semantics as well as color and geometric properties for a dynamic 3D scene, enabling the generation of novel views and their corresponding semantics. This enables the segmentation and tracking of a diverse set of 3D semantic entities, specified using a simple and intuitive interface that includes a user click or a text prompt. To this end, we present DGD, a unified 3D representation for both the appearance and semantics of a dynamic 3D scene, building upon the recently proposed dynamic 3D Gaussians representation. Our representation is optimized over time with both color and semantic information. Key to our method is the joint optimization of the appearance and semantic attributes, which jointly affect the geometric properties of the scene. We evaluate our approach in its ability to enable dense semantic 3D object tracking and demonstrate high-quality results that are fast to render, for a diverse set of scenes. Our code will be made available upon acceptance.",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/08614.pdf,,,,virtual_conference_json,https://eccv.ecva.net/static/virtual/data/eccv-2024-orals-posters.json,,true,Wait,embedding,0,0.8273073434829712,A,"Dynamic 3D Gaussians with semantic distillation, relevant 4DGS approach.",,,A,A,,,,,1,1,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/08614.pdf,,,,,
ECCV_2024::per_gaussian_embedding_based_deformation_for_deformable_3d_gaussian_splatting,ECCV_2024_A1572_PerGaussianEmbedding,Per-Gaussian Embedding-Based Deformation for Deformable 3D Gaussian Splatting,ECCV,2024,ECCV_2024,Jeongmin Bae; Seoha Kim; Youngsik Yun; Hahyun Lee; Gun Bang; Youngjung Uh,"As 3D Gaussian Splatting (3DGS) provides fast and high-quality novel view synthesis, it is a natural extension to deform a canonical 3DGS to multiple frames. However, we find that previous works fail to accurately reconstruct dynamic scenes, especially 1) static parts moving along nearby dynamic parts, and 2) some motions are blurry. We attribute the failure to the wrong design of the deformation field which is built as a coordinate-based function despite 3DGS is a mixture of multiple fields centered at the Gaussians. Furthermore, the previous methods consider only single-resolution temporal embeddings. To this end, we define the deformation as a function of per-Gaussian embeddings \textit{and} temporal embeddings. Moreover, we decompose deformation as coarse and fine deformations to model slow and fast movements, respectively. Last but not least, we introduce a training strategy for faster convergence and higher quality. Code will be available online.",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02361.pdf,,,,virtual_conference_json,https://eccv.ecva.net/static/virtual/data/eccv-2024-orals-posters.json,,true,Wait,embedding,0,0.8198323249816895,A,"Per-Gaussian deformation for deformable 3DGS, core deformation technique.",,,A,A,,,,,1,1,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/02361.pdf,,,,,
ECCV_2024::stag4d_spatial_temporal_anchored_generative_4d_gaussians,ECCV_2024_A2017_Stag4dSpatialTemporal,STAG4D: Spatial-Temporal Anchored Generative 4D Gaussians,ECCV,2024,ECCV_2024,Yifei Zeng; Yanqin Jiang; Siyu Zhu; Yuanxun Lu; Youtian Lin; Hao Zhu; Weiming Hu; Xun Cao; Yao Yao,"Recent progress in pre-trained diffusion models and 3D generation have spurred interest in 4D content creation. However, achieving high-fidelity 4D generation with spatial-temporal consistency remains a challenge. In this work, we propose STAG4D, a novel framework that combines pre-trained diffusion models with dynamic 3D Gaussian splatting for high-fidelity 4D generation. Drawing inspiration from 3D generation techniques, we utilize a multi-view diffusion model to initialize multi-view images for each frame by anchoring on the corresponding input frame, where the video can be either real-world captured or generated by a video diffusion model. To ensure the temporal consistency of the multi-view sequence initialization, we introduce a simple yet effective fusion strategy to leverage the first frame as a temporal anchor in the cross-frame attention computation. With the almost consistent multi-view sequences, we then apply the score distillation sampling to optimize the 4D Gaussian point cloud. The 4D Gaussian spatting is specially crafted for the generation task, where an adaptive densification strategy is proposed to mitigate the unstable Gaussian gradient for robust optimization. Notably, the proposed pipeline does not require any pre-training or fine-tuning of diffusion networks, offering a more accessible and practical solution for the 4D generation task. Extensive experiments demonstrate that our method outperforms prior 4D generation works in rendering quality, spatial-temporal consistency, and generation robustness, setting a new state-of-the-art for 4D generation from diverse inputs, including text, image, and video.",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/05288.pdf,,,,virtual_conference_json,https://eccv.ecva.net/static/virtual/data/eccv-2024-orals-posters.json,,true,Wait,embedding,0,0.8119196891784668,A,"4DGS for dynamic scene generation, relevant 4DGS technique.",,,A,A,,,,,1,1,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/05288.pdf,,,,,
ECCV_2024::swings_sliding_windows_for_dynamic_3d_gaussian_splatting,ECCV_2024_A2052_SwingsSlidingWindows,SWinGS: Sliding Windows for Dynamic 3D Gaussian Splatting,ECCV,2024,ECCV_2024,Richard Shaw; Michal Nazarczuk; Song Jifei; Arthur Moreau; Sibi Catley-Chandar; Helisa Dhamo; Eduardo Pérez Pellitero,"Novel view synthesis has shown rapid progress recently, with methods capable of producing increasingly photorealistic results. 3D Gaussian Splatting has emerged as a promising method, producing high-quality renderings of scenes and enabling interactive viewing at real-time frame rates. However, it is limited to static scenes. In this work, we extend 3D Gaussian Splatting to reconstruct dynamic scenes. We model a scene's dynamics using dynamic MLPs, learning deformations from temporally-local canonical representations to per-frame 3D Gaussians. To disentangle static and dynamic regions, tuneable parameters weigh each Gaussian's respective MLP parameters, improving the dynamics modelling of imbalanced scenes. We introduce a sliding window training strategy that partitions the sequence into smaller manageable windows to handle arbitrary length scenes while maintaining high rendering quality. We propose an adaptive sampling strategy to determine appropriate window size hyperparameters based on the scene's motion, balancing training overhead with visual quality. Training a separate dynamic 3D Gaussian model for each sliding window allows the canonical representation to change, enabling the reconstruction of scenes with significant geometric changes. Temporal consistency is enforced using a fine-tuning step with self-supervising consistency loss on randomly sampled novel views. As a result, our method produces high-quality renderings of general dynamic scenes with competitive quantitative performance, which can be viewed in real-time in our dynamic interactive viewer.",https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/07170.pdf,,,,virtual_conference_json,https://eccv.ecva.net/static/virtual/data/eccv-2024-orals-posters.json,,true,Wait,embedding,0,0.8261964917182922,A,"Dynamic GS for novel view synthesis, core 4DGS method.",,,A,A,,,,,1,1,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/07170.pdf,,,,,
ICCV_2025::4d_gaussian_splatting_slam,ICCV_2025_A014_4dGaussianSplatting,4D Gaussian Splatting SLAM,ICCV,2025,ICCV_2025,Yanyan Li; Youxu Fang; Zunjie Zhu; Kunyi Li; Yong Ding; Federico Tombari,"Simultaneously localizing camera poses and constructing Gaussian radiance fields in dynamic scenes establish a crucial bridge between 2D images and the 4D real world. Instead of removing dynamic objects as distractors and reconstructing only static environments, this paper proposes an efficient architecture that incrementally tracks camera poses and establishes the 4D Gaussian radiance fields in unknown scenarios by using a sequence of RGB-D images. First, by generating motion masks, we obtain static and dynamic priors for each pixel. To eliminate the influence of static scenes and improve the efficiency on learning the motion of dynamic objects, we classify the Gaussian primitives into static and dynamic Gaussian sets, while the sparse control points along with an MLP is utilized to model the transformation fields of the dynamic Gaussians. To more accurately learn the motion of dynamic Gaussians, a novel 2D optical flow map reconstruction algorithm is designed to render optical flows of dynamic objects between neighbor images, which are further used to supervise the 4D Gaussian radiance fields along with traditional photometric and geometric constraints. In experiments, qualitative and quantitative evaluation results show that the proposed method achieves robust tracking and high-quality view synthesis performance in real-world environments.",https://openaccess.thecvf.com/content/ICCV2025/papers/Li_4D_Gaussian_Splatting_SLAM_ICCV_2025_paper.pdf,2503.16710,https://arxiv.org/abs/2503.16710,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,both,1,0.8159993290901184,A,"4DGS for SLAM, shares core 4DGS methodology but focuses on localization/mapping.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2503.16710.pdf,,,,,
ICCV_2025::7dgs_unified_spatial_temporal_angular_gaussian_splatting,ICCV_2025_A018_7dgsUnifiedSpatial,7DGS: Unified Spatial-Temporal-Angular Gaussian Splatting,ICCV,2025,ICCV_2025,Zhongpai Gao; Benjamin Planche; Meng Zheng; Anwesa Choudhuri; Terrence Chen; Ziyan Wu,"Real-time rendering of dynamic scenes with view-dependent effects remains a fundamental challenge in computer graphics. While recent advances in Gaussian Splatting have shown promising results separately handling dynamic scenes (4DGS) and view-dependent effects (6DGS), no existing method unifies these capabilities while maintaining real-time performance. We present 7D Gaussian Splatting (7DGS), a unified framework representing scene elements as seven-dimensional Gaussians spanning position (3D), time (1D), and viewing direction (3D). Our key contribution is an efficient conditional slicing mechanism that transforms 7D Gaussians into view- and time-conditioned 3D Gaussians, maintaining compatibility with existing 3D Gaussian Splatting pipelines while enabling joint optimization. Experiments demonstrate that 7DGS outperforms prior methods by up to 7.36 dB in PSNR while achieving real-time rendering (401 FPS) on challenging dynamic scenes with complex view-dependent effects. The project page is: https://gaozhongpai.github.io/7dgs/.",https://openaccess.thecvf.com/content/ICCV2025/papers/Gao_7DGS_Unified_Spatial-Temporal-Angular_Gaussian_Splatting_ICCV_2025_paper.pdf,2503.07946,https://arxiv.org/abs/2503.07946,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,keyword,1,0.0,A,"Extends 4DGS by unifying spatial-temporal-angular dimensions, rendering-focused.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2503.07946.pdf,,,,,
ICCV_2025::degauss_dynamic_static_decomposition_with_gaussian_splatting_for_distractor_free_3d_reconstruction,ICCV_2025_A525_DegaussDynamicStatic,DeGauss: Dynamic-Static Decomposition with Gaussian Splatting for Distractor-free 3D Reconstruction,ICCV,2025,ICCV_2025,Rui Wang; Quentin Lohmeyer; Mirko Meboldt; Siyu Tang,"Reconstructing clean, distractor-free 3D scenes from real-world captures remains a significant challenge, particularly in highly dynamic and cluttered settings such as egocentric videos. To tackle this problem, we introduce DeGauss, a simple and robust self-supervised framework for dynamic scene reconstruction based on a decoupled dynamic-static Gaussian Splatting design. DeGauss models dynamic elements with foreground Gaussians and static content with background Gaussians, using a probabilistic mask to coordinate their composition and enable independent yet complementary optimization. DeGauss generalizes robustly across a wide range of real-world scenarios, from casual image collections to long, dynamic egocentric videos, without relying on complex heuristics or extensive supervision. Experiments on benchmarks including NeRF-on-the-go, ADT, AEA, Hot3D, and EPIC-Fields demonstrate that DeGauss consistently outperforms existing methods, establishing a strong baseline for generalizable, distractor-free 3D reconstructionin highly dynamic, interaction-rich environments. Project page: https://batfacewayne.github.io/DeGauss.io/",https://openaccess.thecvf.com/content/ICCV2025/papers/Wang_DeGauss_Dynamic-Static_Decomposition_with_Gaussian_Splatting_for_Distractor-free_3D_Reconstruction_ICCV_2025_paper.pdf,2503.13176,https://arxiv.org/abs/2503.13176,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,embedding,0,0.8253716230392456,A,"Dynamic-static decomposition with GS, relevant for editing infrastructure.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2503.13176.pdf,,,,,
ICCV_2025::emd_explicit_motion_modeling_for_high_quality_street_gaussian_splatting,ICCV_2025_A728_EmdExplicitMotion,EMD: Explicit Motion Modeling for High-Quality Street Gaussian Splatting,ICCV,2025,ICCV_2025,Xiaobao Wei; Qingpo Wuwu; Zhongyu Zhao; Zhuangzhe Wu; Nan Huang; Ming Lu; Ningning Ma; Shanghang Zhang,"Photorealistic reconstruction of street scenes is essential for developing real-world simulators in autonomous driving. While recent methods based on 3D/4D Gaussian Splatting (GS) have demonstrated promising results, they still encounter challenges in complex street scenes due to the unpredictable motion of dynamic objects. Current methods typically decompose street scenes into static and dynamic objects, learning the Gaussians in either a supervised manner (e.g., w/ 3D bounding-box) or a self-supervised manner (e.g., w/o 3D bounding-box). However, these approaches do not effectively model the motions of dynamic objects (e.g., the motion speed of pedestrians is clearly different from that of vehicles), resulting in suboptimal scene decomposition. To address this, we propose Explicit Motion Decomposition (EMD), which models the motions of dynamic objects by introducing learnable motion embeddings to the Gaussians, enhancing the decomposition in street scenes. The proposed plug-and-play EMD module compensates for the lack of motion modeling in self-supervised street Gaussian splatting methods. We also introduce tailored training strategies to extend EMD to supervised approaches. Comprehensive experiments demonstrate the effectiveness of our method, achieving state-of-the-art novel view synthesis performance in self-supervised settings. The code is available at: https://qingpowuwu.github.io/emd.",https://openaccess.thecvf.com/content/ICCV2025/papers/Wei_EMD_Explicit_Motion_Modeling_for_High-Quality_Street_Gaussian_Splatting_ICCV_2025_paper.pdf,2411.15582,https://arxiv.org/abs/2411.15582,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,keyword,1,0.0,A,"4DGS for dynamic street scenes with explicit motion, reconstruction-focused.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2411.15582.pdf,,,,,
ICCV_2025::gaussianupdate_continual_3d_gaussian_splatting_update_for_changing_environments,ICCV_2025_A976_GaussianupdateContinual3d,GaussianUpdate: Continual 3D Gaussian Splatting Update for Changing Environments,ICCV,2025,ICCV_2025,Lin Zeng; Boming Zhao; Jiarui Hu; Xujie Shen; Ziqiang Dang; Hujun Bao; Zhaopeng Cui,"Novel view synthesis with neural models has advanced rapidly in recent years, yet adapting these models to scene changes remains an open problem. Existing methods are either labor-intensive, requiring extensive model retraining, or fail to capture detailed types of changes over time. In this paper, we present GaussianUpdate, a novel approach that combines 3D Gaussian representation with continual learning to address these challenges. Our method effectively updates the Gaussian radiance fields with current data while preserving information from past scenes. Unlike existing methods, GaussianUpdate explicitly models different types of changes through a novel multi-stage update strategy. Additionally, we introduce a visibility-aware continual learning approach with generative replay, enabling self-aware updating without the need to store images. The experiments on the benchmark dataset demonstrate our method achieves superior and real-time rendering with the capability of visualizing changes over different times",https://openaccess.thecvf.com/content/ICCV2025/papers/Zeng_GaussianUpdate_Continual_3D_Gaussian_Splatting_Update_for_Changing_Environments_ICCV_2025_paper.pdf,2508.08867,https://arxiv.org/abs/2508.08867,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,embedding,0,0.811989426612854,A,Continual 3DGS update for changing environments.,,,A,A,,,,,1,1,https://arxiv.org/pdf/2508.08867.pdf,,,,,
ICCV_2025::localdygs_multi_view_global_dynamic_scene_modeling_via_adaptive_local_implicit_feature_decoupling,ICCV_2025_A1412_LocaldygsMultiView,LocalDyGS: Multi-view Global Dynamic Scene Modeling via Adaptive Local Implicit Feature Decoupling,ICCV,2025,ICCV_2025,Jiahao Wu; Rui Peng; Jianbo Jiao; Jiayu Yang; Luyang Tang; Kaiqiang Xiong; Jie Liang; Jinbo Yan; Runling Liu; Ronggang Wang,"Due to the complex and highly dynamic motions in the real world, synthesizing dynamic videos from multi-view inputs for arbitrary viewpoints is challenging. Previous works based on neural radiance field or 3D Gaussian splatting are limited to modeling fine-scale motion, greatly restricting their application. In this paper, we introduce LocalDyGS, which consists of two parts to adapt our method to both large-scale and fine-scale motion scenes: 1) We decompose a complex dynamic scene into streamlined local spaces defined by seeds, enabling global modeling by capturing motion within each local space. 2) We decouple static and dynamic features for local space motion modeling. A static feature shared across time steps captures static information, while a dynamic residual field provides time-specific features. These are combined and decoded to generate Temporal Gaussians, modeling motion within each local space. As a result, we propose a novel dynamic scene reconstruction framework to model highly dynamic real-world scenes more realistically. Our method not only demonstrates competitive performance on various fine-scale datasets compared to state-of-the-art (SOTA) methods, but also represents the first attempt to model larger and more complex highly dynamic scenes. Project page: https://wujh2001.github.io/LocalDyGS/.",https://openaccess.thecvf.com/content/ICCV2025/papers/Wu_LocalDyGS_Multi-view_Global_Dynamic_Scene_Modeling_via_Adaptive_Local_Implicit_ICCV_2025_paper.pdf,2507.02363,https://arxiv.org/abs/2507.02363,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,keyword,1,0.0,A,"Dynamic GS for multi-view dynamic scene modeling, core 4DGS method.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2507.02363.pdf,,,,,
ICCV_2025::mega_memory_efficient_4d_gaussian_splatting_for_dynamic_scenes,ICCV_2025_A1491_MegaMemoryEfficient,MEGA: Memory-Efficient 4D Gaussian Splatting for Dynamic Scenes,ICCV,2025,ICCV_2025,Xinjie Zhang; Zhening Liu; Yifan Zhang; Xingtong Ge; Dailan He; Tongda Xu; Yan Wang; Zehong Lin; Shuicheng Yan; Jun Zhang,"4D Gaussian Splatting (4DGS) has recently emerged as a promising technique for capturing complex dynamic 3D scenes with high fidelity. It utilizes a 4D Gaussian representation and a GPU-friendly rasterizer, enabling rapid rendering speeds. Despite its advantages, 4DGS faces significant challenges, notably the requirement of millions of 4D Gaussians, each with extensive associated attributes, leading to substantial memory and storage cost. This paper introduces a memory-efficient framework for 4DGS. We streamline the color attribute by decomposing it into a per-Gaussian direct color component with only 3 parameters and a shared lightweight alternating current color predictor. This approach eliminates the need for spherical harmonics coefficients, which typically involve up to 144 parameters in classic 4DGS, thereby creating a memory-efficient 4D Gaussian representation. Furthermore, we introduce an entropy-constrained Gaussian deformation technique that uses a deformation field to expand the action range of each Gaussian and integrates an opacity-based entropy loss to limit the number of Gaussians, thus forcing our model to use as few Gaussians as possible to fit a dynamic scene well. With simple half-precision storage and zip compression, our framework achieves a storage reduction by approximately 190$\times$ and 125$\times$ on the Technicolor and Neural 3D Video datasets, respectively, compared to the original 4DGS. Meanwhile, it maintains comparable rendering speeds and scene representation quality, setting a new standard in the field. Code is available at https://github.com/Xinjie-Q/MEGA.",https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_MEGA_Memory-Efficient_4D_Gaussian_Splatting_for_Dynamic_Scenes_ICCV_2025_paper.pdf,2410.13613,https://arxiv.org/abs/2410.13613,,cvpr_openaccess_html,https://openaccess.thecvf.com/ICCV2025?day=all,,true,Wait,keyword,2,0.0,A,"Memory-efficient 4DGS for dynamic scenes, methodological overlap.",,,A,A,,,,,1,1,https://arxiv.org/pdf/2410.13613.pdf,,,,,
ICLR_2025::dynamic_gaussians_mesh_consistent_mesh_reconstruction_from_dynamic_scenes,ICLR_2025_A3282_DynamicGaussiansMesh,Dynamic Gaussians Mesh: Consistent Mesh Reconstruction from Dynamic Scenes,ICLR,2025,ICLR_2025,Isabella Liu; Hao Su; Xiaolong Wang,"Modern 3D engines and graphics pipelines require mesh as a memory-efficient representation, which allows efficient rendering, geometry processing, texture editing, and many other downstream operations. However, it is still highly difficult to obtain high-quality mesh in terms of detailed structure and time consistency from dynamic observations. To this end, we introduce Dynamic Gaussians Mesh (DG-Mesh), a framework to reconstruct a high-fidelity and time-consistent mesh from dynamic input. Our work leverages the recent advancement in 3D Gaussian Splatting to construct the mesh sequence with temporal consistency from dynamic observations. Building on top of this representation, DG-Mesh recovers high-quality meshes from the Gaussian points and can track the mesh vertices over time, which enables applications such as texture editing on dynamic objects. We introduce the Gaussian-Mesh Anchoring, which encourages evenly distributed Gaussians, resulting better mesh reconstruction through mesh-guided densification and pruning on the deformed Gaussians. By applying cycle-consistent deformation between the canonical and the deformed space, we can project the anchored Gaussian back to the canonical space and optimize Gaussians across all time frames. During the evaluation on different datasets, DG-Mesh provides significantly better mesh reconstruction and rendering than baselines.",https://iclr.cc/virtual/2025/poster/29972,,,,virtual_conference_json,https://iclr.cc/static/virtual/data/iclr-2025-orals-posters.json,,,Wait,embedding,0,0.8166821599006653,A,"Dynamic Gaussians with mesh output, reconstruction not editing.",,,A,A,,,,,1,0,,,,,,
